samID,ItemID,DataID,N_RivID,N_SiteID,Continent,Country,Primer,Year,Month,SR,ID,SeqID,nASVs_B,nASVs_C,nASVs_E,nASVs_G,nSpes_B,nSpes_C,nSpes_E,nSpes_G
I008_S072,I008,D003,NR004,S072,North_America,US,Cytb02,2013,7,2,D003_RS048,RS048,0,0,0,0,0,0,0,0
I008_S073,I008,D003,NR004,S073,North_America,US,Cytb02,2013,7,0,D003_RS048,RS048,0,0,0,0,0,0,0,0
I008_S074,I008,D003,NR004,S074,North_America,US,Cytb02,2013,7,2,D003_RS048,RS048,0,0,0,0,0,0,0,0
I008_S075,I008,D003,NR004,S075,North_America,US,Cytb02,2013,7,0,D003_RS048,RS048,0,0,0,0,0,0,0,0
I009_S001,I009,D004,NR005,S001,South_America,Brasil,MiFish,2017,2,28,D004_RS007,RS007,7,24,26,135,5,17,19,44
I009_S002,I009,D004,NR005,S002,South_America,Brasil,MiFish,2017,2,9,D004_RS007,RS007,6,23,26,126,4,17,20,45
I009_S003,I009,D004,NR005,S003,South_America,Brasil,MiFish,2017,2,11,D004_RS007,RS007,10,30,35,167,6,19,21,47
I009_S004,I009,D004,NR005,S004,South_America,Brasil,MiFish,2017,2,19,D004_RS007,RS007,7,25,28,141,5,18,20,44
I009_S005,I009,D004,NR005,S005,South_America,Brasil,MiFish,2017,2,12,D004_RS007,RS007,9,29,32,153,5,18,20,45
I009_S006,I009,D004,NR005,S006,South_America,Brasil,MiFish,2017,2,8,D004_RS007,RS007,12,38,39,159,8,24,25,49
I009_S007,I009,D004,NR005,S007,South_America,Brasil,MiFish,2017,2,10,D004_RS007,RS007,8,28,31,136,5,20,22,46
I009_S008,I009,D004,NR005,S008,South_America,Brasil,MiFish,2017,2,17,D004_RS007,RS007,6,24,26,130,4,17,19,45
I009_S009,I009,D004,NR005,S009,South_America,Brasil,MiFish,2017,2,13,D004_RS007,RS007,7,25,28,148,5,18,20,45
I009_S010,I009,D004,NR005,S010,South_America,Brasil,MiFish,2017,2,15,D004_RS007,RS007,6,22,24,112,4,16,18,42
I009_S011,I009,D004,NR005,S011,South_America,Brasil,MiFish,2017,2,23,D004_RS007,RS007,9,25,28,131,5,17,19,41
I010_S001,I010,D004,NR005,S001,South_America,Brasil,MiFish,2017,3,27,D004_RS007,RS007,5,28,30,177,5,17,19,47
I010_S002,I010,D004,NR005,S002,South_America,Brasil,MiFish,2017,3,27,D004_RS007,RS007,8,29,32,170,5,17,19,51
I010_S003,I010,D004,NR005,S003,South_America,Brasil,MiFish,2017,3,15,D004_RS007,RS007,13,46,54,367,6,24,26,62
I010_S004,I010,D004,NR005,S004,South_America,Brasil,MiFish,2017,3,10,D004_RS007,RS007,6,28,33,224,6,18,20,46
I010_S005,I010,D004,NR005,S005,South_America,Brasil,MiFish,2017,3,12,D004_RS007,RS007,6,28,32,188,4,16,18,42
I010_S006,I010,D004,NR005,S006,South_America,Brasil,MiFish,2017,3,17,D004_RS007,RS007,6,19,23,135,3,13,15,38
I010_S007,I010,D004,NR005,S007,South_America,Brasil,MiFish,2017,3,10,D004_RS007,RS007,12,35,41,252,5,18,20,53
I010_S008,I010,D004,NR005,S008,South_America,Brasil,MiFish,2017,3,22,D004_RS007,RS007,8,30,34,171,4,16,18,47
I010_S009,I010,D004,NR005,S009,South_America,Brasil,MiFish,2017,3,14,D004_RS007,RS007,7,24,29,148,5,17,19,43
I010_S010,I010,D004,NR005,S010,South_America,Brasil,MiFish,2017,3,18,D004_RS007,RS007,7,27,37,242,5,19,21,51
I010_S011,I010,D004,NR005,S011,South_America,Brasil,MiFish,2017,3,18,D004_RS007,RS007,11,33,38,218,5,19,22,52
I011_S001,I011,D005,NR006,S001,Europe,France,Teleo,2016,4,4,D005_RS014,RS014,13,13,14,28,10,10,11,20
I011_S002,I011,D005,NR006,S002,Europe,France,Teleo,2016,4,34,D005_RS014,RS014,12,12,13,21,12,12,13,18
I011_S003,I011,D005,NR006,S003,Europe,France,Teleo,2016,4,33,D005_RS014,RS014,11,11,13,20,10,10,12,16
I011_S004,I011,D005,NR006,S004,Europe,France,Teleo,2016,4,25,D005_RS014,RS014,13,13,16,26,9,9,12,16
I011_S005,I011,D005,NR006,S005,Europe,France,Teleo,2016,4,27,D005_RS014,RS014,10,10,12,18,8,8,10,13
I011_S006,I011,D005,NR006,S006,Europe,France,Teleo,2016,4,16,D005_RS014,RS014,10,10,11,19,8,8,9,13
I011_S007,I011,D005,NR006,S007,Europe,France,Teleo,2016,4,25,D005_RS014,RS014,14,14,16,25,10,10,12,14
I011_S008,I011,D005,NR006,S008,Europe,France,Teleo,2016,4,25,D005_RS014,RS014,17,17,18,26,11,11,12,15
I011_S009,I011,D005,NR006,S009,Europe,France,Teleo,2016,4,30,D005_RS014,RS014,10,10,11,23,9,9,10,17
I011_S010,I011,D005,NR006,S010,Europe,France,Teleo,2016,4,32,D005_RS014,RS014,12,12,14,26,10,10,12,18
I011_S011,I011,D005,NR006,S011,Europe,France,Teleo,2016,4,29,D005_RS014,RS014,9,9,11,22,8,8,10,14
I011_S012,I011,D005,NR006,S012,Europe,France,Teleo,2016,4,25,D005_RS014,RS014,13,13,14,26,10,10,11,18
I011_S013,I011,D005,NR006,S013,Europe,France,Teleo,2016,4,16,D005_RS014,RS014,15,15,16,26,13,13,14,20
I011_S014,I011,D005,NR006,S014,Europe,France,Teleo,2016,4,31,D005_RS014,RS014,8,8,11,24,8,8,11,18
I011_S015,I011,D005,NR006,S015,Europe,France,Teleo,2016,4,28,D005_RS014,RS014,9,9,10,21,8,8,9,15
I011_S016,I011,D005,NR006,S016,Europe,France,Teleo,2016,4,32,D005_RS014,RS014,8,8,9,17,7,7,8,13
I011_S017,I011,D005,NR006,S017,Europe,France,Teleo,2016,4,33,D005_RS014,RS014,11,11,13,22,9,9,11,15
I011_S018,I011,D005,NR006,S018,Europe,France,Teleo,2016,4,16,D005_RS014,RS014,10,10,11,22,10,10,11,17
I011_S019,I011,D005,NR006,S019,Europe,France,Teleo,2016,4,31,D005_RS014,RS014,12,12,13,27,10,10,11,18
I011_S020,I011,D005,NR006,S020,Europe,France,Teleo,2016,4,28,D005_RS014,RS014,15,15,17,32,11,11,13,19
I011_S021,I011,D005,NR006,S021,Europe,France,Teleo,2016,4,31,D005_RS014,RS014,10,10,12,22,9,9,11,16
I011_S022,I011,D005,NR006,S022,Europe,France,Teleo,2016,4,31,D005_RS014,RS014,11,11,13,26,10,10,12,21
I011_S023,I011,D005,NR006,S023,Europe,France,Teleo,2016,4,6,D005_RS014,RS014,13,13,14,23,11,11,12,16
I011_S024,I011,D005,NR006,S024,Europe,France,Teleo,2016,4,22,D005_RS014,RS014,12,12,13,27,9,9,10,18
I011_S025,I011,D005,NR006,S025,Europe,France,Teleo,2016,4,22,D005_RS014,RS014,14,14,15,35,9,9,10,20
I011_S026,I011,D005,NR006,S026,Europe,France,Teleo,2016,4,20,D005_RS014,RS014,11,11,12,21,8,8,9,14
I011_S027,I011,D005,NR006,S027,Europe,France,Teleo,2016,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I011_S028,I011,D005,NR006,S028,Europe,France,Teleo,2016,4,24,D005_RS014,RS014,9,9,10,23,8,8,9,17
I011_S029,I011,D005,NR006,S029,Europe,France,Teleo,2016,4,24,D005_RS014,RS014,15,15,16,28,12,12,13,20
I011_S030,I011,D005,NR006,S030,Europe,France,Teleo,2016,4,8,D005_RS014,RS014,14,14,15,26,11,11,12,18
I011_S031,I011,D005,NR006,S031,Europe,France,Teleo,2016,4,22,D005_RS014,RS014,16,16,17,34,11,11,12,23
I011_S032,I011,D005,NR006,S032,Europe,France,Teleo,2016,4,25,D005_RS014,RS014,14,14,15,30,11,11,12,21
I011_S033,I011,D005,NR006,S033,Europe,France,Teleo,2016,4,24,D005_RS014,RS014,17,17,19,34,13,13,15,23
I011_S034,I011,D005,NR006,S034,Europe,France,Teleo,2016,4,24,D005_RS014,RS014,13,13,14,28,10,10,11,20
I011_S035,I011,D005,NR006,S035,Europe,France,Teleo,2016,4,9,D005_RS014,RS014,16,16,17,32,11,11,12,20
I011_S036,I011,D005,NR006,S036,Europe,France,Teleo,2016,4,15,D005_RS014,RS014,12,12,14,28,10,10,12,19
I011_S037,I011,D005,NR006,S037,Europe,France,Teleo,2016,4,13,D005_RS014,RS014,12,12,13,24,10,10,11,17
I011_S038,I011,D005,NR006,S038,Europe,France,Teleo,2016,4,22,D005_RS014,RS014,11,11,12,24,9,9,10,17
I011_S039,I011,D005,NR006,S039,Europe,France,Teleo,2016,4,25,D005_RS014,RS014,12,12,13,28,9,9,10,20
I011_S040,I011,D005,NR006,S040,Europe,France,Teleo,2016,4,22,D005_RS014,RS014,11,11,13,27,8,8,10,18
I011_S041,I011,D005,NR006,S041,Europe,France,Teleo,2016,4,26,D005_RS014,RS014,18,18,19,37,12,12,13,21
I011_S042,I011,D005,NR006,S042,Europe,France,Teleo,2016,4,0,D005_RS014,RS014,11,11,12,23,9,9,10,18
I011_S043,I011,D005,NR006,S043,Europe,France,Teleo,2016,4,20,D005_RS014,RS014,12,12,13,22,10,10,11,16
I011_S044,I011,D005,NR006,S044,Europe,France,Teleo,2016,4,6,D005_RS014,RS014,9,9,10,18,8,8,9,14
I011_S045,I011,D005,NR006,S045,Europe,France,Teleo,2016,4,25,D005_RS014,RS014,16,16,17,35,9,9,10,20
I011_S046,I011,D005,NR006,S046,Europe,France,Teleo,2016,4,23,D005_RS014,RS014,15,15,16,27,12,12,13,20
I011_S047,I011,D005,NR006,S047,Europe,France,Teleo,2016,4,29,D005_RS014,RS014,11,11,12,23,8,8,9,14
I011_S048,I011,D005,NR006,S048,Europe,France,Teleo,2016,4,28,D005_RS014,RS014,13,13,14,23,12,12,13,19
I011_S049,I011,D005,NR006,S049,Europe,France,Teleo,2016,4,32,D005_RS014,RS014,13,13,14,25,12,12,13,19
I011_S050,I011,D005,NR006,S050,Europe,France,Teleo,2016,4,28,D005_RS014,RS014,19,19,20,28,15,15,16,21
I011_S051,I011,D005,NR006,S051,Europe,France,Teleo,2016,4,8,D005_RS014,RS014,13,13,14,24,10,10,11,17
I011_S052,I011,D005,NR006,S052,Europe,France,Teleo,2016,4,23,D005_RS014,RS014,13,13,14,23,10,10,11,16
I011_S053,I011,D005,NR006,S053,Europe,France,Teleo,2016,4,23,D005_RS014,RS014,11,11,12,23,9,9,10,16
I011_S054,I011,D005,NR006,S054,Europe,France,Teleo,2016,4,15,D005_RS014,RS014,11,11,14,23,10,10,13,19
I011_S055,I011,D005,NR006,S055,Europe,France,Teleo,2016,4,28,D005_RS014,RS014,13,13,14,26,10,10,11,16
I011_S056,I011,D005,NR006,S056,Europe,France,Teleo,2016,4,25,D005_RS014,RS014,13,13,14,24,10,10,11,16
I011_S057,I011,D005,NR006,S057,Europe,France,Teleo,2016,4,27,D005_RS014,RS014,14,14,15,25,9,9,10,15
I011_S058,I011,D005,NR006,S058,Europe,France,Teleo,2016,4,32,D005_RS014,RS014,10,10,11,20,8,8,9,14
I011_S059,I011,D005,NR006,S059,Europe,France,Teleo,2016,4,31,D005_RS014,RS014,10,10,11,20,9,9,10,15
I011_S060,I011,D005,NR006,S060,Europe,France,Teleo,2016,4,32,D005_RS014,RS014,20,20,22,35,12,12,14,22
I011_S061,I011,D005,NR006,S061,Europe,France,Teleo,2016,4,32,D005_RS014,RS014,12,12,13,25,9,9,10,15
I011_S062,I011,D005,NR006,S062,Europe,France,Teleo,2016,4,30,D005_RS014,RS014,11,11,12,22,9,9,10,15
I011_S063,I011,D005,NR006,S063,Europe,France,Teleo,2016,4,29,D005_RS014,RS014,13,13,14,23,10,10,11,16
I011_S064,I011,D005,NR006,S064,Europe,France,Teleo,2016,4,34,D005_RS014,RS014,10,10,11,23,8,8,9,15
I011_S065,I011,D005,NR006,S065,Europe,France,Teleo,2016,4,34,D005_RS014,RS014,10,10,11,22,8,8,9,14
I011_S066,I011,D005,NR006,S066,Europe,France,Teleo,2016,4,11,D005_RS014,RS014,13,13,14,24,10,10,11,15
I011_S067,I011,D005,NR006,S067,Europe,France,Teleo,2016,4,11,D005_RS014,RS014,13,13,15,25,10,10,12,16
I011_S068,I011,D005,NR006,S068,Europe,France,Teleo,2016,4,23,D005_RS014,RS014,20,20,22,30,12,12,14,17
I011_S069,I011,D005,NR006,S069,Europe,France,Teleo,2016,4,22,D005_RS014,RS014,13,13,15,24,10,10,12,17
I011_S070,I011,D005,NR006,S070,Europe,France,Teleo,2016,4,24,D005_RS014,RS014,23,23,25,35,13,13,15,20
I011_S071,I011,D005,NR006,S071,Europe,France,Teleo,2016,4,25,D005_RS014,RS014,9,9,11,21,8,8,10,15
I011_S072,I011,D005,NR006,S072,Europe,France,Teleo,2016,4,9,D005_RS014,RS014,15,15,16,28,11,11,12,18
I011_S073,I011,D005,NR006,S073,Europe,France,Teleo,2016,4,23,D005_RS014,RS014,15,15,17,26,11,11,13,19
I011_S074,I011,D005,NR006,S074,Europe,France,Teleo,2016,4,11,D005_RS014,RS014,11,11,12,21,10,10,11,17
I011_S075,I011,D005,NR006,S075,Europe,France,Teleo,2016,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I011_S076,I011,D005,NR006,S076,Europe,France,Teleo,2016,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I011_S077,I011,D005,NR006,S077,Europe,France,Teleo,2016,4,27,D005_RS014,RS014,10,10,11,20,9,9,10,15
I011_S078,I011,D005,NR006,S078,Europe,France,Teleo,2016,4,31,D005_RS014,RS014,11,11,12,25,10,10,11,16
I011_S079,I011,D005,NR006,S079,Europe,France,Teleo,2016,4,31,D005_RS014,RS014,14,14,17,26,11,11,13,18
I011_S080,I011,D005,NR006,S080,Europe,France,Teleo,2016,4,28,D005_RS014,RS014,12,12,16,27,10,10,13,20
I011_S081,I011,D005,NR006,S081,Europe,France,Teleo,2016,4,30,D005_RS014,RS014,11,11,12,25,10,10,11,19
I011_S082,I011,D005,NR006,S082,Europe,France,Teleo,2016,4,32,D005_RS014,RS014,15,15,18,30,11,11,14,20
I011_S083,I011,D005,NR006,S083,Europe,France,Teleo,2016,4,32,D005_RS014,RS014,12,12,13,22,11,11,12,16
I011_S084,I011,D005,NR006,S084,Europe,France,Teleo,2016,4,17,D005_RS014,RS014,13,13,14,25,9,9,10,16
I011_S085,I011,D005,NR006,S085,Europe,France,Teleo,2016,4,33,D005_RS014,RS014,10,10,12,23,8,8,10,17
I011_S086,I011,D005,NR006,S086,Europe,France,Teleo,2016,4,32,D005_RS014,RS014,9,9,11,20,8,8,10,16
I011_S087,I011,D005,NR006,S087,Europe,France,Teleo,2016,4,31,D005_RS014,RS014,11,11,14,26,8,8,10,18
I011_S088,I011,D005,NR006,S088,Europe,France,Teleo,2016,4,34,D005_RS014,RS014,13,13,16,26,9,9,12,19
I011_S089,I011,D005,NR006,S089,Europe,France,Teleo,2016,4,13,D005_RS014,RS014,10,10,11,24,9,9,10,15
I011_S090,I011,D005,NR006,S090,Europe,France,Teleo,2016,4,17,D005_RS014,RS014,10,10,11,22,8,8,9,15
I011_S091,I011,D005,NR006,S091,Europe,France,Teleo,2016,4,7,D005_RS014,RS014,11,11,12,23,9,9,10,17
I011_S092,I011,D005,NR006,S092,Europe,France,Teleo,2016,4,22,D005_RS014,RS014,11,11,12,25,9,9,10,17
I011_S093,I011,D005,NR006,S093,Europe,France,Teleo,2016,4,13,D005_RS014,RS014,10,10,11,22,9,9,10,15
I011_S094,I011,D005,NR006,S094,Europe,France,Teleo,2016,4,7,D005_RS014,RS014,13,13,14,25,10,10,11,17
I011_S095,I011,D005,NR006,S095,Europe,France,Teleo,2016,4,19,D005_RS014,RS014,12,12,13,22,10,10,11,15
I011_S096,I011,D005,NR006,S096,Europe,France,Teleo,2016,4,26,D005_RS014,RS014,9,9,12,22,8,8,10,14
I011_S097,I011,D005,NR006,S097,Europe,France,Teleo,2016,4,30,D005_RS014,RS014,9,9,11,20,8,8,10,16
I011_S098,I011,D005,NR006,S098,Europe,France,Teleo,2016,4,31,D005_RS014,RS014,12,12,15,25,10,10,13,19
I011_S099,I011,D005,NR006,S099,Europe,France,Teleo,2016,4,30,D005_RS014,RS014,9,9,12,21,8,8,11,17
I011_S100,I011,D005,NR006,S100,Europe,France,Teleo,2016,4,32,D005_RS014,RS014,14,14,17,25,10,10,12,17
I011_S101,I011,D005,NR006,S101,Europe,France,Teleo,2016,4,22,D005_RS014,RS014,10,10,11,21,9,9,10,16
I011_S102,I011,D005,NR006,S102,Europe,France,Teleo,2016,4,21,D005_RS014,RS014,12,12,14,25,11,11,13,19
I011_S103,I011,D005,NR006,S103,Europe,France,Teleo,2016,4,30,D005_RS014,RS014,9,9,12,22,8,8,11,18
I011_S104,I011,D005,NR006,S104,Europe,France,Teleo,2016,4,31,D005_RS014,RS014,10,10,13,23,8,8,11,16
I011_S105,I011,D005,NR006,S105,Europe,France,Teleo,2016,4,29,D005_RS014,RS014,8,8,11,20,7,7,10,16
I011_S106,I011,D005,NR006,S106,Europe,France,Teleo,2016,4,29,D005_RS014,RS014,8,8,10,20,7,7,9,16
I011_S107,I011,D005,NR006,S107,Europe,France,Teleo,2016,4,19,D005_RS014,RS014,11,12,14,23,11,12,14,20
I011_S108,I011,D005,NR006,S108,Europe,France,Teleo,2016,4,20,D005_RS014,RS014,14,14,15,23,11,11,12,16
I011_S109,I011,D005,NR006,S109,Europe,France,Teleo,2016,4,18,D005_RS014,RS014,9,9,10,17,8,8,9,13
I011_S110,I011,D005,NR006,S110,Europe,France,Teleo,2016,4,27,D005_RS014,RS014,9,10,12,17,8,9,11,13
I011_S111,I011,D005,NR006,S111,Europe,France,Teleo,2016,4,29,D005_RS014,RS014,11,12,13,21,10,11,12,17
I011_S112,I011,D005,NR006,S112,Europe,France,Teleo,2016,4,28,D005_RS014,RS014,9,9,11,20,8,8,10,16
I011_S113,I011,D005,NR006,S113,Europe,France,Teleo,2016,4,29,D005_RS014,RS014,11,11,14,24,10,10,13,20
I011_S114,I011,D005,NR006,S114,Europe,France,Teleo,2016,4,29,D005_RS014,RS014,11,11,13,26,9,9,11,18
I011_S115,I011,D005,NR006,S115,Europe,France,Teleo,2016,4,28,D005_RS014,RS014,9,9,12,22,9,9,12,19
I011_S116,I011,D005,NR006,S116,Europe,France,Teleo,2016,4,29,D005_RS014,RS014,7,7,9,19,7,7,9,16
I011_S117,I011,D005,NR006,S117,Europe,France,Teleo,2016,4,28,D005_RS014,RS014,12,12,14,23,10,10,12,18
I011_S118,I011,D005,NR006,S118,Europe,France,Teleo,2016,4,29,D005_RS014,RS014,10,10,11,16,10,10,11,13
I011_S119,I011,D005,NR006,S119,Europe,France,Teleo,2016,4,28,D005_RS014,RS014,8,8,10,19,8,8,10,16
I011_S120,I011,D005,NR006,S120,Europe,France,Teleo,2016,4,15,D005_RS014,RS014,9,9,10,17,8,8,9,12
I011_S121,I011,D005,NR006,S121,Europe,France,Teleo,2016,4,15,D005_RS014,RS014,10,11,12,22,10,11,12,17
I011_S122,I011,D005,NR006,S122,Europe,France,Teleo,2016,4,33,D005_RS014,RS014,11,11,13,24,9,9,11,16
I011_S123,I011,D005,NR006,S123,Europe,France,Teleo,2016,4,31,D005_RS014,RS014,10,10,11,21,9,9,10,16
I011_S124,I011,D005,NR006,S124,Europe,France,Teleo,2016,4,32,D005_RS014,RS014,12,12,14,25,10,10,12,18
I011_S125,I011,D005,NR006,S125,Europe,France,Teleo,2016,4,32,D005_RS014,RS014,15,16,17,29,10,11,12,19
I011_S126,I011,D005,NR006,S126,Europe,France,Teleo,2016,4,28,D005_RS014,RS014,15,15,16,25,9,9,10,16
I011_S127,I011,D005,NR006,S127,Europe,France,Teleo,2016,4,29,D005_RS014,RS014,10,11,13,21,9,10,12,17
I011_S128,I011,D005,NR006,S128,Europe,France,Teleo,2016,4,27,D005_RS014,RS014,10,10,11,19,9,9,10,15
I011_S129,I011,D005,NR006,S129,Europe,France,Teleo,2016,4,26,D005_RS014,RS014,14,14,16,26,10,10,12,19
I011_S130,I011,D005,NR006,S130,Europe,France,Teleo,2016,4,31,D005_RS014,RS014,11,12,15,24,10,11,14,20
I011_S131,I011,D005,NR006,S131,Europe,France,Teleo,2016,4,30,D005_RS014,RS014,10,11,15,26,8,9,13,20
I011_S132,I011,D005,NR006,S132,Europe,France,Teleo,2016,4,30,D005_RS014,RS014,11,12,14,23,9,10,12,18
I011_S133,I011,D005,NR006,S133,Europe,France,Teleo,2016,4,30,D005_RS014,RS014,11,12,13,19,9,10,11,14
I011_S134,I011,D005,NR006,S134,Europe,France,Teleo,2016,4,23,D005_RS014,RS014,10,10,11,19,9,9,10,15
I011_S135,I011,D005,NR006,S135,Europe,France,Teleo,2016,4,23,D005_RS014,RS014,15,15,16,26,12,12,13,19
I011_S136,I011,D005,NR006,S136,Europe,France,Teleo,2016,4,23,D005_RS014,RS014,10,10,12,19,10,10,12,16
I011_S137,I011,D005,NR006,S137,Europe,France,Teleo,2016,4,23,D005_RS014,RS014,15,15,16,24,13,13,14,18
I011_S138,I011,D005,NR006,S138,Europe,France,Teleo,2016,4,27,D005_RS014,RS014,14,15,16,26,11,12,13,18
I011_S139,I011,D005,NR006,S139,Europe,France,Teleo,2016,4,28,D005_RS014,RS014,10,11,12,21,10,11,12,15
I011_S140,I011,D005,NR006,S140,Europe,France,Teleo,2016,4,31,D005_RS014,RS014,8,8,10,17,8,8,10,14
I011_S141,I011,D005,NR006,S141,Europe,France,Teleo,2016,4,31,D005_RS014,RS014,7,7,9,18,7,7,9,13
I011_S142,I011,D005,NR006,S142,Europe,France,Teleo,2016,4,35,D005_RS014,RS014,12,12,13,22,11,11,12,17
I011_S143,I011,D005,NR006,S143,Europe,France,Teleo,2016,4,35,D005_RS014,RS014,7,7,8,17,7,7,8,13
I011_S144,I011,D005,NR006,S144,Europe,France,Teleo,2016,4,26,D005_RS014,RS014,8,8,10,16,7,7,9,12
I011_S145,I011,D005,NR006,S145,Europe,France,Teleo,2016,4,24,D005_RS014,RS014,9,10,12,25,8,9,11,17
I011_S146,I011,D005,NR006,S146,Europe,France,Teleo,2016,4,25,D005_RS014,RS014,11,12,14,23,9,10,12,18
I011_S147,I011,D005,NR006,S147,Europe,France,Teleo,2016,4,24,D005_RS014,RS014,9,9,10,17,9,9,10,14
I011_S148,I011,D005,NR006,S148,Europe,France,Teleo,2016,4,27,D005_RS014,RS014,13,14,16,25,12,13,15,19
I011_S149,I011,D005,NR006,S149,Europe,France,Teleo,2016,4,22,D005_RS014,RS014,7,8,9,18,7,8,9,14
I011_S150,I011,D005,NR006,S150,Europe,France,Teleo,2016,4,27,D005_RS014,RS014,9,9,11,21,9,9,11,17
I011_S151,I011,D005,NR006,S151,Europe,France,Teleo,2016,4,25,D005_RS014,RS014,9,9,10,18,7,7,8,13
I011_S152,I011,D005,NR006,S152,Europe,France,Teleo,2016,4,24,D005_RS014,RS014,9,10,12,21,8,9,11,16
I011_S153,I011,D005,NR006,S153,Europe,France,Teleo,2016,4,25,D005_RS014,RS014,11,11,13,20,9,9,11,15
I011_S154,I011,D005,NR006,S154,Europe,France,Teleo,2016,4,27,D005_RS014,RS014,7,8,11,16,7,8,11,13
I011_S155,I011,D005,NR006,S155,Europe,France,Teleo,2016,4,23,D005_RS014,RS014,7,8,9,18,7,8,9,14
I011_S156,I011,D005,NR006,S156,Europe,France,Teleo,2016,4,23,D005_RS014,RS014,11,11,13,22,9,9,11,16
I011_S157,I011,D005,NR006,S157,Europe,France,Teleo,2016,4,29,D005_RS014,RS014,9,9,11,23,7,7,9,13
I011_S158,I011,D005,NR006,S158,Europe,France,Teleo,2016,4,11,D005_RS014,RS014,14,14,15,28,11,11,12,19
I011_S159,I011,D005,NR006,S159,Europe,France,Teleo,2016,4,7,D005_RS014,RS014,12,12,13,22,12,12,13,19
I011_S160,I011,D005,NR006,S160,Europe,France,Teleo,2016,4,11,D005_RS014,RS014,8,9,10,19,8,9,10,13
I011_S161,I011,D005,NR006,S161,Europe,France,Teleo,2016,4,30,D005_RS014,RS014,12,12,14,23,10,10,12,18
I011_S162,I011,D005,NR006,S162,Europe,France,Teleo,2016,4,32,D005_RS014,RS014,7,7,8,17,7,7,8,13
I011_S163,I011,D005,NR006,S163,Europe,France,Teleo,2016,4,31,D005_RS014,RS014,10,10,13,25,7,7,10,16
I011_S164,I011,D005,NR006,S164,Europe,France,Teleo,2016,4,31,D005_RS014,RS014,10,10,13,21,9,9,12,17
I011_S165,I011,D005,NR006,S165,Europe,France,Teleo,2016,4,5,D005_RS014,RS014,13,13,16,27,10,10,12,17
I011_S166,I011,D005,NR006,S166,Europe,France,Teleo,2016,4,27,D005_RS014,RS014,15,15,17,26,10,10,12,16
I011_S167,I011,D005,NR006,S167,Europe,France,Teleo,2016,4,26,D005_RS014,RS014,18,18,19,28,12,12,13,16
I011_S168,I011,D005,NR006,S168,Europe,France,Teleo,2016,4,12,D005_RS014,RS014,10,10,11,21,10,10,11,17
I011_S169,I011,D005,NR006,S169,Europe,France,Teleo,2016,4,30,D005_RS014,RS014,16,17,19,27,11,12,14,19
I011_S170,I011,D005,NR006,S170,Europe,France,Teleo,2016,4,28,D005_RS014,RS014,16,17,19,27,11,12,14,19
I011_S171,I011,D005,NR006,S171,Europe,France,Teleo,2016,4,32,D005_RS014,RS014,11,11,13,22,9,9,11,15
I011_S172,I011,D005,NR006,S172,Europe,France,Teleo,2016,4,33,D005_RS014,RS014,8,8,10,20,7,7,9,13
I011_S173,I011,D005,NR006,S173,Europe,France,Teleo,2016,4,29,D005_RS014,RS014,10,10,12,23,9,9,11,17
I011_S174,I011,D005,NR006,S174,Europe,France,Teleo,2016,4,27,D005_RS014,RS014,17,18,22,31,13,14,17,22
I011_S175,I011,D005,NR006,S175,Europe,France,Teleo,2016,4,8,D005_RS014,RS014,15,15,16,32,13,13,14,22
I011_S176,I011,D005,NR006,S176,Europe,France,Teleo,2016,4,9,D005_RS014,RS014,13,13,15,32,10,10,12,22
I011_S177,I011,D005,NR006,S177,Europe,France,Teleo,2016,4,18,D005_RS014,RS014,12,12,13,28,11,11,12,20
I011_S178,I011,D005,NR006,S178,Europe,France,Teleo,2016,4,29,D005_RS014,RS014,12,12,13,22,10,10,11,17
I011_S179,I011,D005,NR006,S179,Europe,France,Teleo,2016,4,7,D005_RS014,RS014,17,17,18,27,14,14,15,21
I011_S180,I011,D005,NR006,S180,Europe,France,Teleo,2016,4,14,D005_RS014,RS014,15,15,16,26,13,13,14,20
I011_S181,I011,D005,NR006,S181,Europe,France,Teleo,2016,4,29,D005_RS014,RS014,7,7,8,17,7,7,8,13
I011_S182,I011,D005,NR006,S182,Europe,France,Teleo,2016,4,18,D005_RS014,RS014,9,9,10,20,8,8,9,13
I011_S183,I011,D005,NR006,S183,Europe,France,Teleo,2016,4,15,D005_RS014,RS014,9,9,10,17,8,8,9,13
I011_S184,I011,D005,NR006,S184,Europe,France,Teleo,2016,4,14,D005_RS014,RS014,11,11,13,25,10,10,11,16
I011_S185,I011,D005,NR006,S185,Europe,France,Teleo,2016,4,18,D005_RS014,RS014,9,9,10,20,8,8,9,14
I011_S186,I011,D005,NR006,S186,Europe,France,Teleo,2016,4,6,D005_RS014,RS014,14,14,15,24,9,9,10,14
I011_S187,I011,D005,NR006,S187,Europe,France,Teleo,2016,4,10,D005_RS014,RS014,14,14,15,29,9,9,10,17
I011_S188,I011,D005,NR006,S188,Europe,France,Teleo,2016,4,9,D005_RS014,RS014,11,11,13,23,8,8,10,16
I011_S189,I011,D005,NR006,S189,Europe,France,Teleo,2016,4,22,D005_RS014,RS014,12,12,13,23,10,10,11,18
